transcript,KO
Transcript_13338.p1,
Transcript_13339.p1,K16532
Transcript_1334.p2,
Transcript_13340.p2,
Transcript_13342.p1,K20168
Transcript_13343.p1,
Transcript_13344.p1,K03727
Transcript_13345.p1,
Transcript_13346.p3,
Transcript_13347.p2,K10408
Transcript_13348.p2,
Transcript_13349.p1,
Transcript_1335.p1,K01950
Transcript_13350.p3,
Transcript_13351.p3,
Transcript_13354.p1,
Transcript_13356.p1,
Transcript_13358.p1,
Transcript_1336.p1,
Transcript_13360.p1,
Transcript_13362.p1,
Transcript_13364.p3,K01279
Transcript_13365.p1,K00297
Transcript_13366.p1,K23424
Transcript_13369.p2,K10777
Transcript_1337.p3,
Transcript_13370.p2,
Transcript_13371.p1,K11305
Transcript_13372.p1,
Transcript_13373.p1,
Transcript_13374.p1,K02924
Transcript_13375.p2,K02730
Transcript_13376.p3,
Transcript_1338.p1,
Transcript_13380.p1,
Transcript_13382.p3,K10408
Transcript_13383.p1,
Transcript_13385.p2,K02981
Transcript_13386.p2,
Transcript_13388.p3,
Transcript_13389.p1,
Transcript_1339.p3,
Transcript_13390.p1,K05692
Transcript_13391.p1,K12197
Transcript_13392.p1,
Transcript_13393.p1,
Transcript_13394.p1,K01082
Transcript_13395.p1,K01082
Transcript_13397.p1,
Transcript_13398.p1,
Transcript_134.p1,
Transcript_1340.p1,K20888
Transcript_13400.p2,
Transcript_13403.p3,
Transcript_13404.p1,
Transcript_13405.p2,K05849
Transcript_13406.p2,
Transcript_13407.p2,
Transcript_13408.p1,
Transcript_13409.p3,
Transcript_1341.p5,
Transcript_13410.p2,
Transcript_13411.p2,
Transcript_13414.p1,
Transcript_13416.p1,
Transcript_13418.p2,
Transcript_13419.p1,
Transcript_13420.p2,
Transcript_13423.p2,
Transcript_13425.p2,
Transcript_13426.p1,
Transcript_1343.p2,K10408
Transcript_13432.p1,
Transcript_13433.p1,
Transcript_13434.p2,
Transcript_13435.p1,
Transcript_13438.p4,
Transcript_13439.p3,
Transcript_1344.p3,K10408
Transcript_13440.p3,K00895
Transcript_13441.p1,
Transcript_13442.p1,
Transcript_13443.p3,
Transcript_13447.p1,
Transcript_13449.p2,
Transcript_1345.p1,
Transcript_13451.p1,
Transcript_13452.p1,K14521
Transcript_13453.p4,
Transcript_13454.p2,
Transcript_13455.p1,K10873
Transcript_13456.p3,
Transcript_13457.p1,K06252
Transcript_13458.p1,K10843
Transcript_1346.p1,
Transcript_13460.p1,
Transcript_13461.p3,
Transcript_13462.p1,
Transcript_13463.p1,K15409
Transcript_13464.p1,
Transcript_13465.p1,
Transcript_13466.p1,
Transcript_13467.p2,
Transcript_13468.p2,
Transcript_13469.p1,K01462
Transcript_1347.p2,
Transcript_13470.p1,K01462
Transcript_13471.p1,
Transcript_13472.p1,
Transcript_13473.p1,K19476
Transcript_13474.p1,
Transcript_13475.p1,
Transcript_13476.p1,K07542
Transcript_13477.p2,K09374
Transcript_13478.p1,K17458
Transcript_13479.p1,
Transcript_1348.p1,
Transcript_13480.p1,
Transcript_13481.p3,
Transcript_13482.p3,
Transcript_13483.p4,K09256
Transcript_13484.p1,K19750
Transcript_13485.p2,
Transcript_13486.p1,
Transcript_13488.p1,
Transcript_13489.p1,
Transcript_1349.p1,K19367
Transcript_13490.p1,K19801
Transcript_13491.p2,K13148
Transcript_13492.p1,
Transcript_13494.p1,
Transcript_13495.p1,
Transcript_13496.p1,
Transcript_13498.p2,K16771
Transcript_13499.p1,K08838
Transcript_135.p1,
Transcript_1350.p1,K04977
Transcript_13500.p1,
Transcript_13501.p1,
Transcript_13502.p2,
Transcript_13503.p1,
Transcript_13504.p1,
Transcript_13506.p1,K06969
Transcript_13507.p2,K06180
Transcript_13508.p5,
Transcript_13509.p2,K00472
Transcript_1351.p1,K04962
Transcript_13510.p4,K00472
Transcript_13511.p1,K09108
Transcript_13512.p2,
Transcript_13513.p1,
Transcript_13514.p1,
Transcript_13515.p1,
Transcript_13516.p1,
Transcript_13517.p1,
Transcript_13518.p1,K15377
Transcript_13519.p1,K21437
Transcript_13520.p2,
Transcript_13521.p1,
Transcript_13522.p1,
Transcript_13523.p1,K14413
Transcript_13524.p1,K09584
Transcript_13525.p1,
Transcript_13526.p4,
Transcript_13527.p2,
Transcript_13528.p1,
Transcript_13529.p2,
Transcript_1353.p1,K02183
Transcript_13530.p1,K14540
Transcript_13531.p1,
Transcript_13532.p2,
Transcript_13533.p1,K07466
Transcript_13534.p1,
Transcript_13535.p2,
Transcript_13536.p1,
Transcript_13537.p5,
Transcript_13538.p1,K14801
Transcript_13539.p1,
Transcript_1354.p1,
Transcript_13540.p7,
Transcript_13541.p1,
Transcript_13542.p2,
Transcript_13543.p1,
Transcript_13544.p1,
Transcript_13545.p1,K03439
Transcript_13546.p2,K14847
Transcript_13548.p4,
Transcript_13549.p1,
Transcript_13551.p1,
Transcript_13552.p1,
Transcript_13553.p1,
Transcript_13554.p1,K04371
Transcript_13555.p2,K04371
Transcript_13556.p1,
Transcript_13557.p1,K02206
Transcript_13558.p1,K20600
Transcript_13559.p1,
Transcript_1356.p4,
Transcript_13560.p2,K12197
Transcript_13561.p1,K05770
Transcript_13562.p1,
Transcript_13563.p2,K01082
Transcript_13564.p1,
Transcript_13565.p1,K01557
Transcript_13567.p1,
Transcript_13568.p1,K10599
Transcript_13569.p1,K13807
Transcript_13570.p1,
Transcript_13571.p1,
Transcript_13572.p1,
Transcript_13573.p1,
Transcript_13574.p2,
Transcript_13575.p2,K00134
Transcript_13576.p1,K19755
Transcript_13577.p1,
Transcript_13578.p1,
Transcript_13579.p1,
Transcript_1358.p1,
Transcript_13580.p1,
Transcript_13581.p1,K00948
Transcript_13582.p1,K04565
Transcript_13583.p3,
Transcript_13584.p1,
Transcript_13585.p1,
Transcript_13587.p2,K03152
Transcript_13588.p1,K09595
Transcript_1359.p1,
Transcript_13592.p4,K14950
Transcript_13593.p1,
Transcript_13596.p1,
Transcript_13598.p2,K03263
Transcript_13599.p2,
Transcript_136.p1,
Transcript_1360.p2,K10846
Transcript_13600.p1,
Transcript_13601.p1,K02957
Transcript_13603.p1,
Transcript_13604.p1,K13344
Transcript_13605.p1,
Transcript_1361.p1,
Transcript_13610.p2,K01710
Transcript_13611.p2,
Transcript_13615.p1,
Transcript_13616.p2,
Transcript_13617.p1,
Transcript_13618.p1,
Transcript_13619.p1,
Transcript_1362.p1,K10871
Transcript_13622.p2,
Transcript_13625.p2,
Transcript_13627.p3,
Transcript_13632.p1,
Transcript_13638.p2,K01099
Transcript_1364.p1,
Transcript_13640.p4,
Transcript_13641.p1,K10357
Transcript_13642.p1,
Transcript_13643.p3,
Transcript_13646.p1,
Transcript_13647.p1,
Transcript_13648.p1,
Transcript_13649.p2,
Transcript_1365.p1,
Transcript_13650.p2,
Transcript_13651.p1,K10388
Transcript_13652.p1,
Transcript_13656.p1,
Transcript_13658.p1,
Transcript_13659.p1,K14793
Transcript_13660.p1,K20285
Transcript_13661.p1,
Transcript_13662.p3,
Transcript_13663.p3,K02132
Transcript_13665.p1,
Transcript_13666.p1,K09674
Transcript_13668.p1,
Transcript_13669.p2,K11805
Transcript_1367.p2,K00951
Transcript_13670.p1,K01772
Transcript_13671.p3,K03978
Transcript_13672.p1,K01488
Transcript_13673.p1,K20844
Transcript_13674.p1,
Transcript_13675.p1,
Transcript_13676.p1,K03236
Transcript_13678.p1,
Transcript_13681.p1,K10408
Transcript_13682.p1,
Transcript_13683.p2,
Transcript_13685.p2,
Transcript_13686.p3,
Transcript_13687.p1,
Transcript_13688.p1,
Transcript_13689.p4,
Transcript_13690.p1,
Transcript_13692.p1,K09250
Transcript_13693.p1,K00036
Transcript_13694.p2,
Transcript_13695.p2,
Transcript_13696.p2,
Transcript_13697.p1,
Transcript_13699.p1,
Transcript_137.p3,
Transcript_1370.p3,
Transcript_13700.p5,
Transcript_13701.p1,K20175
Transcript_13702.p2,
Transcript_13703.p2,
Transcript_13704.p1,
Transcript_13705.p2,K20800
Transcript_13706.p1,
Transcript_13707.p2,K08057
Transcript_13708.p1,K15728
Transcript_13709.p1,
Transcript_13710.p3,
Transcript_13711.p1,K00472
Transcript_13713.p1,K13752
Transcript_13714.p2,
Transcript_13715.p2,
Transcript_13716.p1,
Transcript_13717.p7,
Transcript_13718.p1,K19625
Transcript_13719.p3,
Transcript_13720.p3,
Transcript_13722.p1,
Transcript_13723.p2,
Transcript_13724.p1,
Transcript_13725.p1,K12821
Transcript_13726.p1,
Transcript_13727.p1,
Transcript_13728.p1,
Transcript_13729.p1,K14326
Transcript_1373.p3,
Transcript_13731.p1,
Transcript_13732.p1,
Transcript_13733.p1,
Transcript_13734.p2,K18045
Transcript_13735.p1,
Transcript_13736.p2,
Transcript_13737.p1,
Transcript_13738.p1,
Transcript_13739.p2,K00889
Transcript_1374.p1,K06443
Transcript_13740.p1,K01686
Transcript_13741.p1,
Transcript_13742.p1,
Transcript_13743.p1,
Transcript_13744.p2,
Transcript_13745.p1,
Transcript_13746.p1,
Transcript_13747.p1,
Transcript_13748.p1,
Transcript_13749.p1,
Transcript_1375.p1,
Transcript_13751.p1,K18693
Transcript_13752.p1,K18693
Transcript_13753.p1,
Transcript_13754.p1,
Transcript_13755.p1,
Transcript_13756.p3,
Transcript_13757.p4,
Transcript_13758.p1,
Transcript_13759.p3,
Transcript_1376.p1,
Transcript_13760.p3,
Transcript_13761.p1,
Transcript_13762.p2,
Transcript_13763.p1,
Transcript_13764.p1,
Transcript_13765.p1,
Transcript_13767.p1,K02969
Transcript_13768.p1,
Transcript_13769.p1,K18264
Transcript_1377.p1,
Transcript_13770.p1,
Transcript_13771.p1,K11000
Transcript_13773.p1,K11000
Transcript_13774.p1,K11000
Transcript_13775.p1,
Transcript_13776.p5,
Transcript_13777.p2,K09666
Transcript_13778.p1,K03978
Transcript_13779.p2,
Transcript_1378.p1,
Transcript_13781.p3,
Transcript_13782.p3,
Transcript_13783.p2,K22614
Transcript_13784.p1,
Transcript_13785.p2,
Transcript_13786.p3,
Transcript_13787.p1,K03702
Transcript_13788.p1,
Transcript_13789.p1,
Transcript_1379.p3,K08582
Transcript_13791.p2,K14548
Transcript_13792.p1,
Transcript_13793.p1,
Transcript_13794.p3,
Transcript_13796.p2,K04739
Transcript_13799.p3,K06634
Transcript_138.p2,
Transcript_1380.p2,K00326
Transcript_13800.p1,
Transcript_13801.p2,
Transcript_13802.p4,
Transcript_13803.p1,
Transcript_13804.p3,
Transcript_13805.p1,K15111
Transcript_13806.p2,
Transcript_13807.p1,
Transcript_13808.p5,
Transcript_13809.p1,K15728
Transcript_1381.p1,
Transcript_13812.p2,
Transcript_13813.p1,K13526
Transcript_13815.p2,
Transcript_13816.p3,
Transcript_13817.p1,
Transcript_13818.p2,K14470
Transcript_1382.p1,K00311
Transcript_13820.p4,
Transcript_13821.p1,
Transcript_13822.p1,
Transcript_13823.p1,
Transcript_13824.p2,K18635
Transcript_13825.p3,
Transcript_13826.p3,K03283
Transcript_13827.p1,K12177
Transcript_13828.p2,K20179
Transcript_13832.p1,
Transcript_13833.p1,
Transcript_13834.p1,
Transcript_13835.p1,
Transcript_13836.p1,
Transcript_13838.p1,
Transcript_13839.p5,
Transcript_1384.p1,
Transcript_13841.p1,
Transcript_13842.p1,
Transcript_13844.p3,
Transcript_13845.p1,K17362
Transcript_13846.p2,K02474
Transcript_13847.p1,
Transcript_13849.p1,K05869
Transcript_1385.p1,K08715
Transcript_13850.p2,K18732
Transcript_13851.p1,
Transcript_13852.p1,
Transcript_13854.p1,K02910
Transcript_13855.p1,
Transcript_13856.p1,K19882
Transcript_13857.p2,
Transcript_13858.p1,
Transcript_13859.p1,
Transcript_1386.p2,
Transcript_13860.p2,K17500
Transcript_13861.p1,K00326
Transcript_13862.p1,
Transcript_13863.p1,
Transcript_13865.p1,
Transcript_13866.p1,
Transcript_13867.p1,K00225
Transcript_13868.p2,
Transcript_13869.p1,
Transcript_1387.p1,
Transcript_13870.p3,
Transcript_13871.p2,
Transcript_13872.p1,
Transcript_13873.p2,K03526
Transcript_13874.p2,K21777
Transcript_13875.p2,K22858
Transcript_13876.p3,
Transcript_13877.p1,
Transcript_13878.p1,
Transcript_13879.p1,
Transcript_13880.p2,K12231
Transcript_13881.p3,K05350
Transcript_13882.p1,
Transcript_13883.p1,
Transcript_13884.p1,
Transcript_13885.p1,K01870
Transcript_13886.p2,K01870
Transcript_13887.p4,K15280
Transcript_13888.p1,K07407
Transcript_13889.p3,
Transcript_1389.p1,
Transcript_13890.p1,
Transcript_13891.p1,
Transcript_13893.p2,
Transcript_13894.p1,
Transcript_13895.p1,K22614
Transcript_13896.p2,
Transcript_13897.p2,K18272
Transcript_13898.p1,
Transcript_13899.p1,
Transcript_139.p1,
Transcript_1390.p1,
Transcript_13900.p1,K16055
Transcript_13901.p1,K14852
Transcript_13902.p1,
Transcript_13903.p1,K02183
Transcript_13904.p1,K01205
Transcript_13905.p1,K07126
Transcript_13906.p1,
Transcript_13907.p1,
Transcript_13908.p1,
Transcript_13909.p1,
Transcript_13910.p1,K09527
Transcript_13911.p1,
Transcript_13912.p2,
Transcript_13913.p1,K14559
Transcript_13914.p1,
Transcript_13916.p1,
Transcript_13917.p1,
Transcript_13918.p4,
Transcript_1392.p1,
Transcript_13922.p1,K03190
Transcript_13923.p2,
Transcript_13924.p2,
Transcript_13925.p3,
Transcript_13926.p1,
Transcript_13927.p1,
Transcript_13928.p1,
Transcript_13930.p1,
Transcript_13931.p3,
Transcript_13932.p2,
Transcript_13934.p2,
Transcript_13936.p2,
Transcript_13937.p2,K18066
Transcript_13938.p3,
Transcript_13939.p2,
Transcript_13940.p2,K02915
Transcript_13942.p1,
Transcript_13943.p2,K20782
Transcript_13944.p1,
Transcript_13945.p1,K19603
Transcript_13947.p2,
Transcript_13948.p2,K08518
Transcript_13949.p2,
Transcript_1395.p1,
Transcript_13950.p1,K10798
Transcript_13953.p1,K14950
Transcript_13954.p3,
Transcript_13955.p4,K22733
Transcript_13956.p1,
Transcript_13957.p1,
Transcript_13958.p2,
Transcript_13959.p4,
Transcript_13960.p2,
Transcript_13962.p1,K10395
Transcript_13963.p1,
Transcript_13964.p2,K04857
Transcript_13965.p2,
Transcript_13966.p1,K14411
Transcript_13968.p2,
Transcript_13969.p1,K04412
Transcript_1397.p1,
Transcript_13972.p2,
Transcript_13974.p2,
Transcript_13975.p2,
Transcript_13979.p1,
Transcript_1398.p6,
Transcript_13981.p3,
Transcript_13982.p1,
Transcript_13984.p2,
Transcript_13985.p2,
Transcript_13986.p1,K07386
Transcript_13987.p1,K07386
Transcript_13990.p2,K10592
Transcript_13991.p1,
Transcript_13992.p1,
Transcript_13993.p1,
Transcript_13994.p2,
Transcript_13995.p1,K10436
Transcript_13996.p1,
Transcript_13998.p2,
Transcript_14.p1,
Transcript_140.p2,
Transcript_14000.p3,
Transcript_14003.p2,
Transcript_14004.p2,
Transcript_14005.p1,K00382
Transcript_14007.p1,K03115
Transcript_14008.p1,
Transcript_1401.p1,
Transcript_14010.p3,
Transcript_14011.p1,
Transcript_14012.p1,
Transcript_14013.p2,
Transcript_14014.p1,
Transcript_14017.p2,
Transcript_14018.p1,
Transcript_14019.p1,
Transcript_1402.p2,
Transcript_14020.p1,
Transcript_14021.p1,
Transcript_14022.p1,
Transcript_14025.p3,
Transcript_14026.p2,
Transcript_14031.p1,
Transcript_14035.p2,K07305
Transcript_14036.p2,
Transcript_14037.p1,K01259
Transcript_14038.p2,
Transcript_14039.p4,K10641
Transcript_1404.p1,
Transcript_14040.p1,
Transcript_14041.p1,K11644
Transcript_14045.p1,
Transcript_14046.p1,K20888
Transcript_14047.p3,
Transcript_14048.p2,
Transcript_1405.p2,
Transcript_14050.p1,
Transcript_14052.p2,
Transcript_14053.p3,
Transcript_14054.p1,
Transcript_14055.p2,K07277
Transcript_14056.p1,
Transcript_14057.p1,K03773
Transcript_14058.p1,
Transcript_14059.p1,K10408
Transcript_14060.p3,
Transcript_14061.p1,
Transcript_14062.p1,
Transcript_14063.p1,
Transcript_14064.p3,
Transcript_14065.p2,
Transcript_14066.p1,
Transcript_14067.p1,K06178
Transcript_14068.p1,
Transcript_14069.p3,
Transcript_1407.p2,
Transcript_14070.p2,
Transcript_14071.p2,
Transcript_14072.p1,
Transcript_14073.p1,K20782
Transcript_14074.p1,
Transcript_14075.p2,
Transcript_14076.p1,
Transcript_14078.p2,
Transcript_14079.p1,
Transcript_1408.p1,
Transcript_14080.p1,K10380
Transcript_14081.p2,
Transcript_14082.p2,K09422
Transcript_14083.p1,K02183
Transcript_14084.p1,
Transcript_14085.p2,
Transcript_14086.p1,
Transcript_14087.p2,
Transcript_14088.p2,
Transcript_14089.p1,
Transcript_1409.p1,
Transcript_14091.p1,K05692
Transcript_14092.p2,K05692
Transcript_14093.p1,K05665
Transcript_14094.p1,
Transcript_14097.p1,K04097
Transcript_14098.p1,
Transcript_14099.p1,
Transcript_141.p1,
Transcript_1410.p1,
Transcript_14100.p2,K12598
Transcript_14101.p1,
Transcript_14103.p1,K05770
Transcript_14104.p1,
Transcript_14105.p1,
Transcript_14106.p1,
Transcript_14107.p4,
Transcript_14108.p2,
Transcript_14109.p1,K05283
Transcript_14111.p2,
Transcript_14112.p1,K21438
Transcript_14115.p1,
Transcript_14116.p1,K09497
Transcript_14118.p2,
Transcript_14119.p1,
Transcript_1412.p2,
Transcript_14120.p3,
Transcript_14121.p1,
Transcript_14122.p1,
Transcript_14123.p2,K00020
Transcript_14124.p2,
Transcript_14125.p1,
Transcript_14126.p4,
Transcript_14128.p1,
Transcript_14129.p1,
Transcript_1413.p2,
Transcript_14130.p1,K11493
Transcript_14131.p1,
Transcript_14132.p1,
Transcript_14133.p1,
Transcript_14135.p2,
Transcript_14136.p1,
Transcript_14137.p1,
Transcript_14138.p2,K22614
Transcript_1414.p1,
Transcript_14140.p1,
Transcript_14141.p2,
Transcript_14142.p1,
Transcript_14143.p3,
Transcript_14144.p1,
Transcript_14145.p1,
Transcript_14146.p1,K15029
Transcript_14147.p1,
Transcript_14148.p1,K10408
Transcript_14149.p1,
Transcript_1415.p1,
Transcript_14150.p1,K12524
Transcript_14151.p1,K01379
Transcript_14152.p2,K08515
Transcript_14153.p1,
Transcript_14154.p1,K03660
Transcript_14155.p1,
Transcript_14156.p2,K02988
Transcript_14157.p3,
Transcript_14158.p1,K13207
Transcript_1416.p3,
Transcript_14161.p1,
Transcript_14162.p1,K02727
Transcript_14163.p2,
Transcript_14164.p1,K17808
Transcript_14165.p1,
Transcript_14166.p3,
Transcript_14167.p1,
Transcript_14168.p1,K00799
Transcript_14169.p1,K01279
Transcript_1417.p1,
Transcript_14170.p2,
Transcript_14171.p2,K14789
Transcript_14172.p2,K21424
Transcript_14173.p1,K21424
Transcript_14174.p2,
Transcript_14175.p2,K14782
Transcript_14176.p1,
Transcript_14177.p2,
Transcript_14178.p1,K14764
Transcript_14179.p2,
Transcript_1418.p3,
Transcript_14180.p1,
Transcript_14181.p1,K00911
Transcript_14182.p2,
Transcript_14183.p1,K07375
Transcript_14184.p7,
Transcript_14185.p1,K14774
Transcript_14186.p1,K00012
Transcript_14187.p2,
Transcript_14188.p2,
Transcript_14189.p2,
Transcript_1419.p3,
Transcript_14190.p1,
Transcript_14191.p1,
Transcript_14192.p1,K09414
Transcript_14193.p1,K00624
Transcript_14194.p3,
Transcript_14195.p1,K08855
Transcript_14196.p2,
Transcript_14197.p5,
Transcript_14198.p1,K06069
Transcript_14199.p2,
Transcript_142.p1,
Transcript_14200.p3,
Transcript_14201.p1,K03797
Transcript_14203.p3,
Transcript_14204.p3,K02896
Transcript_14205.p1,K08900
Transcript_14206.p1,K08288
Transcript_14208.p1,K05857
Transcript_14209.p1,
Transcript_1421.p2,K14572
Transcript_14210.p2,
Transcript_14211.p1,
Transcript_14212.p1,
Transcript_14213.p1,K01892
Transcript_14214.p1,K19787
Transcript_14216.p1,
Transcript_14217.p4,
Transcript_14218.p2,
Transcript_14219.p3,
Transcript_1422.p1,K17087
Transcript_14220.p4,
Transcript_14221.p1,
Transcript_14223.p1,K00837
Transcript_14224.p1,K22721
Transcript_14225.p2,
Transcript_14226.p1,
Transcript_14227.p1,
Transcript_14228.p3,
Transcript_14229.p1,
Transcript_1423.p1,K00058
Transcript_14230.p1,
Transcript_14231.p2,
Transcript_14232.p1,
Transcript_14233.p1,
Transcript_14234.p1,
Transcript_14235.p1,K05349
Transcript_14236.p2,K01764
Transcript_14237.p3,K07305
Transcript_14238.p1,
Transcript_14239.p2,
Transcript_1424.p1,K10085
Transcript_14240.p3,
Transcript_14242.p2,
Transcript_14243.p1,
Transcript_14244.p2,
Transcript_14245.p2,K03115
Transcript_14246.p2,
Transcript_14247.p1,
Transcript_14248.p1,K21777
Transcript_14249.p5,
Transcript_1425.p5,K18710
Transcript_14250.p2,
Transcript_14251.p2,
