,seqid,Dbxref,Name,Note
18445,Transcript_18623,"""Pfam:PF00076.18""",RRM_1,"RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
18451,Transcript_18624,"""Pfam:PF12796.3""",Ank_2,Ankyrin repeats (3 copies)
18481,Transcript_18626,"""Pfam:PF01474.12""",DAHP_synth_2,Class-II DAHP synthetase family
26887,Transcript_1863,"""Pfam:PF13519.2""",VWA_2,von Willebrand factor type A domain
18482,Transcript_18633,"""Pfam:PF13857.2""",Ank_5,Ankyrin repeats (many copies)
18492,Transcript_18634,"""Pfam:PF03567.10""",Sulfotransfer_2,Sulfotransferase family
18496,Transcript_18639,"""Pfam:PF03097.14""",BRO1,BRO1-like domain
18498,Transcript_18641,"""Pfam:PF00085.16""",Thioredoxin,Thioredoxin
18500,Transcript_18642,"""Pfam:PF02171.13""",Piwi,Piwi domain
18502,Transcript_18644,"""Pfam:PF01699.20""",Na_Ca_ex,Sodium/calcium exchanger protein
18521,Transcript_18645,"""Pfam:PF01699.20""",Na_Ca_ex,Sodium/calcium exchanger protein
18528,Transcript_18648,"""Pfam:PF06825.8""",HSBP1,Heat shock factor binding protein 1
18531,Transcript_18651,"""Pfam:PF13041.2""",PPR_2,PPR repeat family
18533,Transcript_18653,"""Pfam:PF00149.24""",Metallophos,Calcineurin-like phosphoesterase
18534,Transcript_18654,"""Pfam:PF00953.17""",Glycos_transf_4,Glycosyl transferase family 4
18536,Transcript_18655,"""Pfam:PF01602.16""",Adaptin_N,Adaptin N terminal region
18560,Transcript_18656,"""Pfam:PF00069.21""",Pkinase,Protein kinase domain
18590,Transcript_18657,"""Pfam:PF00069.21""",Pkinase,Protein kinase domain
18595,Transcript_18661,"""Pfam:PF00481.17""",PP2C,Protein phosphatase 2C
18598,Transcript_18662,"""Pfam:PF12796.3""",Ank_2,Ankyrin repeats (3 copies)
18643,Transcript_18663,"""Pfam:PF00481.17""",PP2C,Protein phosphatase 2C
18645,Transcript_18664,"""Pfam:PF00481.17""",PP2C,Protein phosphatase 2C
18648,Transcript_18666,"""Pfam:PF01408.18""",GFO_IDH_MocA,"Oxidoreductase family, NAD-binding Rossmann fold"
26889,Transcript_1867,"""Pfam:PF09735.5""",Nckap1,Membrane-associated apoptosis protein
18649,Transcript_18671,"""Pfam:PF10211.5""",Ax_dynein_light,Axonemal dynein light chain
18650,Transcript_18672,"""Pfam:PF00503.16""",G-alpha,G-protein alpha subunit
18651,Transcript_18674,"""Pfam:PF00520.27""",Ion_trans,Ion transport protein
18653,Transcript_18677,"""Pfam:PF08016.8""",PKD_channel,Polycystin cation channel
18657,Transcript_18679,"""Pfam:PF01344.21""",Kelch_1,Kelch motif
18672,Transcript_18680,"""Pfam:PF05653.10""",Mg_trans_NIPA,Magnesium transporter NIPA
18680,Transcript_18681,"""Pfam:PF00270.25""",DEAD,DEAD/DEAH box helicase
18683,Transcript_18683,"""Pfam:PF00152.16""",tRNA-synt_2,"tRNA synthetases class II (D, K and N)"
18684,Transcript_18684,"""Pfam:PF00728.18""",Glyco_hydro_20,"Glycosyl hydrolase family 20, catalytic domain"
18685,Transcript_18685,"""Pfam:PF00397.22""",WW,WW domain
18687,Transcript_18687,"""Pfam:PF13578.2""",Methyltransf_24,Methyltransferase domain
18688,Transcript_18688,"""Pfam:PF04193.10""",PQ-loop,PQ loop repeat
18690,Transcript_18689,"""Pfam:PF00224.17""",PK,"Pyruvate kinase, barrel domain"
26892,Transcript_1869,"""Pfam:PF08542.7""",Rep_fac_C,Replication factor C C-terminal domain
18697,Transcript_18690,"""Pfam:PF07304.7""",SRA1,Steroid receptor RNA activator (SRA1)
18698,Transcript_18691,"""Pfam:PF02138.14""",Beach,Beige/BEACH domain
18704,Transcript_18692,"""Pfam:PF00226.27""",DnaJ,DnaJ domain
18705,Transcript_18693,"""Pfam:PF12763.3""",EF-hand_4,Cytoskeletal-regulatory complex EF hand
18712,Transcript_18694,"""Pfam:PF12796.3""",Ank_2,Ankyrin repeats (3 copies)
18727,Transcript_18697,"""Pfam:PF10607.5""",CLTH,CTLH/CRA C-terminal to LisH motif domain
18735,Transcript_18698,"""Pfam:PF09229.7""",Aha1_N,"Activator of Hsp90 ATPase, N-terminal"
18738,Transcript_18699,"""Pfam:PF00012.16""",HSP70,Hsp70 protein
26896,Transcript_1870,"""Pfam:PF01907.15""",Ribosomal_L37e,Ribosomal protein L37e
18740,Transcript_18702,"""Pfam:PF04928.13""",PAP_central,Poly(A) polymerase central domain
18745,Transcript_18703,"""Pfam:PF00293.24""",NUDIX,NUDIX domain
26897,Transcript_1871,"""Pfam:PF01907.15""",Ribosomal_L37e,Ribosomal protein L37e
18755,Transcript_18710,"""Pfam:PF00656.18""",Peptidase_C14,Caspase domain
18756,Transcript_18711,"""Pfam:PF00884.19""",Sulfatase,Sulfatase
18759,Transcript_18715,"""Pfam:PF02776.14""",TPP_enzyme_N,"Thiamine pyrophosphate enzyme, N-terminal TPP binding domain"
18764,Transcript_18716,"""Pfam:PF00120.20""",Gln-synt_C,"Glutamine synthetase, catalytic domain"
18765,Transcript_18717,"""Pfam:PF00120.20""",Gln-synt_C,"Glutamine synthetase, catalytic domain"
26898,Transcript_1872,"""Pfam:PF02089.11""",Palm_thioest,Palmitoyl protein thioesterase
18766,Transcript_18720,"""Pfam:PF10275.5""",Peptidase_C65,Peptidase C65 Otubain
18767,Transcript_18723,"""Pfam:PF00644.16""",PARP,Poly(ADP-ribose) polymerase catalytic domain
18768,Transcript_18725,"""Pfam:PF13641.2""",Glyco_tranf_2_3,Glycosyltransferase like family 2
18770,Transcript_18726,"""Pfam:PF03635.13""",Vps35,Vacuolar protein sorting-associated protein 35
26902,Transcript_1873,"""Pfam:PF07690.12""",MFS_1,Major Facilitator Superfamily
18771,Transcript_18730,"""Pfam:PF07885.12""",Ion_trans_2,Ion channel
18773,Transcript_18732,"""Pfam:PF00855.13""",PWWP,PWWP domain
18778,Transcript_18733,"""Pfam:PF00536.26""",SAM_1,SAM domain (Sterile alpha motif)
18781,Transcript_18734,"""Pfam:PF13905.2""",Thioredoxin_8,Thioredoxin-like
18797,Transcript_18736,"""Pfam:PF00580.17""",UvrD-helicase,UvrD/REP helicase N-terminal domain
18801,Transcript_18737,"""Pfam:PF01844.19""",HNH,HNH endonuclease
26904,Transcript_1874,"""Pfam:PF00448.18""",SRP54,"SRP54-type protein, GTPase domain"
18802,Transcript_18740,"""Pfam:PF01915.18""",Glyco_hydro_3_C,Glycosyl hydrolase family 3 C-terminal domain
18804,Transcript_18742,"""Pfam:PF13884.2""",Peptidase_S74,Chaperone of endosialidase
26906,Transcript_1875,"""Pfam:PF00561.16""",Abhydrolase_1,alpha/beta hydrolase fold
18811,Transcript_18753,"""Pfam:PF12796.3""",Ank_2,Ankyrin repeats (3 copies)
18831,Transcript_18754,"""Pfam:PF11152.4""",DUF2930,Protein of unknown function (DUF2930)
18832,Transcript_18758,"""Pfam:PF13472.2""",Lipase_GDSL_2,GDSL-like Lipase/Acylhydrolase family
18839,Transcript_18760,"""Pfam:PF13857.2""",Ank_5,Ankyrin repeats (many copies)
18863,Transcript_18767,"""Pfam:PF00071.18""",Ras,Ras family
18894,Transcript_18768,"""Pfam:PF00487.20""",FA_desaturase,Fatty acid desaturase
26912,Transcript_1877,"""Pfam:PF03069.11""",FmdA_AmdA,Acetamidase/Formamidase family
18896,Transcript_18775,"""Pfam:PF00176.19""",SNF2_N,SNF2 family N-terminal domain
18899,Transcript_18776,"""Pfam:PF00004.25""",AAA,ATPase family associated with various cellular activities (AAA)
18900,Transcript_18777,"""Pfam:PF04130.9""",Spc97_Spc98,Spc97 / Spc98 family
26913,Transcript_1878,"""Pfam:PF00707.18""",IF3_C,"Translation initiation factor IF-3, C-terminal domain"
18901,Transcript_18781,"""Pfam:PF06472.11""",ABC_membrane_2,ABC transporter transmembrane region 2
18903,Transcript_18784,"""Pfam:PF00995.19""",Sec1,Sec1 family
18904,Transcript_18786,"""Pfam:PF00504.17""",Chloroa_b-bind,Chlorophyll A-B binding protein
18906,Transcript_18789,"""Pfam:PF01549.20""",ShK,ShK domain-like
26915,Transcript_1879,"""Pfam:PF10408.5""",Ufd2P_core,Ubiquitin elongating factor core
18911,Transcript_18790,"""Pfam:PF01738.14""",DLH,Dienelactone hydrolase family
18913,Transcript_18792,"""Pfam:PF00488.17""",MutS_V,MutS domain V
18916,Transcript_18793,"""Pfam:PF00488.17""",MutS_V,MutS domain V
18924,Transcript_18794,"""Pfam:PF08238.8""",Sel1,Sel1 repeat
18932,Transcript_18797,"""Pfam:PF01602.16""",Adaptin_N,Adaptin N terminal region
18940,Transcript_18803,"""Pfam:PF00622.24""",SPRY,SPRY domain
18941,Transcript_18804,"""Pfam:PF03454.11""",MoeA_C,MoeA C-terminal region (domain IV)
18942,Transcript_18805,"""Pfam:PF05383.13""",La,La domain
18950,Transcript_18807,"""Pfam:PF12796.3""",Ank_2,Ankyrin repeats (3 copies)
18958,Transcript_18808,"""Pfam:PF00855.13""",PWWP,PWWP domain
18962,Transcript_18809,"""Pfam:PF01053.16""",Cys_Met_Meta_PP,Cys/Met metabolism PLP-dependent enzyme
18964,Transcript_18810,"""Pfam:PF07859.9""",Abhydrolase_3,alpha/beta hydrolase fold
18969,Transcript_18812,"""Pfam:PF03820.13""",Mtc,Tricarboxylate carrier
18971,Transcript_18813,"""Pfam:PF04050.10""",Upf2,Up-frameshift suppressor 2
18972,Transcript_18814,"""Pfam:PF03016.11""",Exostosin,Exostosin family
18975,Transcript_18817,"""Pfam:PF00069.21""",Pkinase,Protein kinase domain
18977,Transcript_18818,"""Pfam:PF00890.20""",FAD_binding_2,FAD binding domain
18985,Transcript_18820,"""Pfam:PF13855.2""",LRR_8,Leucine rich repeat
18993,Transcript_18824,"""Pfam:PF17004.1""",SRP_TPR_like,Putative TPR-like repeat
18998,Transcript_18825,"""Pfam:PF01793.12""",Glyco_transf_15,Glycolipid 2-alpha-mannosyltransferase
19007,Transcript_18828,"""Pfam:PF13499.2""",EF-hand_7,EF-hand domain pair
19017,Transcript_18829,"""Pfam:PF00481.17""",PP2C,Protein phosphatase 2C
26918,Transcript_1883,"""Pfam:PF03069.11""",FmdA_AmdA,Acetamidase/Formamidase family
19021,Transcript_18831,"""Pfam:PF01412.14""",ArfGap,Putative GTPase activating protein for Arf
19037,Transcript_18833,"""Pfam:PF00884.19""",Sulfatase,Sulfatase
19038,Transcript_18834,"""Pfam:PF12695.3""",Abhydrolase_5,Alpha/beta hydrolase family
19039,Transcript_18836,"""Pfam:PF00076.18""",RRM_1,"RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
19043,Transcript_18837,"""Pfam:PF16095.1""",COR,"C-terminal of Roc, COR, domain"
19049,Transcript_18838,"""Pfam:PF12796.3""",Ank_2,Ankyrin repeats (3 copies)
19075,Transcript_18839,"""Pfam:PF00293.24""",NUDIX,NUDIX domain
26919,Transcript_1884,"""Pfam:PF00447.13""",HSF_DNA-bind,HSF-type DNA-binding
19076,Transcript_18840,"""Pfam:PF07258.10""",HCaRG,HCaRG protein
19077,Transcript_18841,"""Pfam:PF00004.25""",AAA,ATPase family associated with various cellular activities (AAA)
19082,Transcript_18842,"""Pfam:PF00004.25""",AAA,ATPase family associated with various cellular activities (AAA)
19084,Transcript_18843,"""Pfam:PF00004.25""",AAA,ATPase family associated with various cellular activities (AAA)
19088,Transcript_18844,"""Pfam:PF03073.11""",TspO_MBR,TspO/MBR family
19089,Transcript_18846,"""Pfam:PF09286.7""",Pro-kuma_activ,"Pro-kumamolisin, activation domain"
19091,Transcript_18848,"""Pfam:PF02854.15""",MIF4G,MIF4G domain
26920,Transcript_1885,"""Pfam:PF02535.18""",Zip,ZIP Zinc transporter
19098,Transcript_18851,"""Pfam:PF00113.18""",Enolase_C,"Enolase, C-terminal TIM barrel domain"
19101,Transcript_18852,"""Pfam:PF00113.18""",Enolase_C,"Enolase, C-terminal TIM barrel domain"
19103,Transcript_18853,"""Pfam:PF05958.7""",tRNA_U5-meth_tr,tRNA (Uracil-5-)-methyltransferase
19105,Transcript_18854,"""Pfam:PF00493.19""",MCM,MCM2/3/5 family
19111,Transcript_18858,"""Pfam:PF02458.11""",Transferase,Transferase family
19112,Transcript_18859,"""Pfam:PF00569.13""",ZZ,"Zinc finger, ZZ type"
26921,Transcript_1886,"""Pfam:PF00270.25""",DEAD,DEAD/DEAH box helicase
19114,Transcript_18860,"""Pfam:PF01425.17""",Amidase,Amidase
19115,Transcript_18861,"""Pfam:PF00249.27""",Myb_DNA-binding,Myb-like DNA-binding domain
19116,Transcript_18862,"""Pfam:PF04488.11""",Gly_transf_sug,Glycosyltransferase sugar-binding region containing DXD motif
19117,Transcript_18864,"""Pfam:PF02401.14""",LYTB,LytB protein
19141,Transcript_18868,"""Pfam:PF13499.2""",EF-hand_7,EF-hand domain pair
26924,Transcript_1887,"""Pfam:PF04791.12""",LMBR1,LMBR1-like membrane protein
19146,Transcript_18874,"""Pfam:PF00664.19""",ABC_membrane,ABC transporter transmembrane region
19152,Transcript_18875,"""Pfam:PF00397.22""",WW,WW domain
19153,Transcript_18877,"""Pfam:PF02373.18""",JmjC,"JmjC domain, hydroxylase"
19154,Transcript_18879,"""Pfam:PF00249.27""",Myb_DNA-binding,Myb-like DNA-binding domain
26925,Transcript_1888,"""Pfam:PF02541.12""",Ppx-GppA,Ppx/GppA phosphatase family
19156,Transcript_18880,"""Pfam:PF11264.4""",ThylakoidFormat,Thylakoid formation protein
19158,Transcript_18882,"""Pfam:PF00203.17""",Ribosomal_S19,Ribosomal protein S19
19165,Transcript_18885,"""Pfam:PF13499.2""",EF-hand_7,EF-hand domain pair
19175,Transcript_18886,"""Pfam:PF13499.2""",EF-hand_7,EF-hand domain pair
19292,Transcript_18887,"""Pfam:PF13848.2""",Thioredoxin_6,Thioredoxin-like domain
19297,Transcript_18889,"""Pfam:PF03024.10""",Folate_rec,Folate receptor family
26926,Transcript_1889,"""Pfam:PF16413.1""",Mlh1_C,DNA mismatch repair protein Mlh1 C-terminus
19298,Transcript_18890,"""Pfam:PF08429.7""",PLU-1,PLU-1-like protein
19302,Transcript_18891,"""Pfam:PF13646.2""",HEAT_2,HEAT repeats
19317,Transcript_18892,"""Pfam:PF07039.7""",DUF1325,SGF29 tudor-like domain
19321,Transcript_18893,"""Pfam:PF01755.13""",Glyco_transf_25,Glycosyltransferase family 25 (LPS biosynthesis protein)
19324,Transcript_18897,"""Pfam:PF07202.9""",Tcp10_C,T-complex protein 10 C-terminus
19325,Transcript_18900,"""Pfam:PF01858.13""",RB_A,Retinoblastoma-associated protein A domain
19333,Transcript_18906,"""Pfam:PF01979.16""",Amidohydro_1,Amidohydrolase family
19337,Transcript_18907,"""Pfam:PF11919.4""",DUF3437,Domain of unknown function (DUF3437)
26929,Transcript_1891,"""Pfam:PF05653.10""",Mg_trans_NIPA,Magnesium transporter NIPA
19342,Transcript_18916,"""Pfam:PF00083.20""",Sugar_tr,Sugar (and other) transporter
19351,Transcript_18922,"""Pfam:PF07714.13""",Pkinase_Tyr,Protein tyrosine kinase
19353,Transcript_18923,"""Pfam:PF00122.16""",E1-E2_ATPase,E1-E2 ATPase
19359,Transcript_18924,"""Pfam:PF12214.4""",TPX2_importin,Cell cycle regulated microtubule associated protein
19365,Transcript_18926,"""Pfam:PF00702.22""",Hydrolase,haloacid dehalogenase-like hydrolase
19367,Transcript_18928,"""Pfam:PF00071.18""",Ras,Ras family
19375,Transcript_18929,"""Pfam:PF00071.18""",Ras,Ras family
26930,Transcript_1893,"""Pfam:PF02784.12""",Orn_Arg_deC_N,"Pyridoxal-dependent decarboxylase, pyridoxal binding domain"
19381,Transcript_18930,"""Pfam:PF00071.18""",Ras,Ras family
19386,Transcript_18931,"""Pfam:PF00070.23""",Pyr_redox,Pyridine nucleotide-disulphide oxidoreductase
19387,Transcript_18933,"""Pfam:PF02114.12""",Phosducin,Phosducin
19389,Transcript_18935,"""Pfam:PF07992.10""",Pyr_redox_2,Pyridine nucleotide-disulphide oxidoreductase
19390,Transcript_18936,"""Pfam:PF00233.15""",PDEase_I,3'5'-cyclic nucleotide phosphodiesterase
19392,Transcript_18938,"""Pfam:PF02460.14""",Patched,Patched family
19403,Transcript_18941,"""Pfam:PF00857.16""",Isochorismatase,Isochorismatase family
19404,Transcript_18943,"""Pfam:PF10409.5""",PTEN_C2,C2 domain of PTEN tumour-suppressor protein
19405,Transcript_18944,"""Pfam:PF00262.14""",Calreticulin,Calreticulin family
19406,Transcript_18945,"""Pfam:PF03124.10""",EXS,EXS family
19408,Transcript_18946,"""Pfam:PF02515.13""",CoA_transf_3,CoA-transferase family III
26935,Transcript_1895,"""Pfam:PF03803.11""",Scramblase,Scramblase
19418,Transcript_18954,"""Pfam:PF12854.3""",PPR_1,PPR repeat
19426,Transcript_18956,"""Pfam:PF08598.7""",Sds3,Sds3-like
19427,Transcript_18957,"""Pfam:PF08598.7""",Sds3,Sds3-like
19431,Transcript_18959,"""Pfam:PF13639.2""",zf-RING_2,Ring finger domain
26937,Transcript_1896,"""Pfam:PF00397.22""",WW,WW domain
19435,Transcript_18961,"""Pfam:PF00063.17""",Myosin_head,Myosin head (motor domain)
19436,Transcript_18965,"""Pfam:PF08718.7""",GLTP,Glycolipid transfer protein (GLTP)
19437,Transcript_18966,"""Pfam:PF08718.7""",GLTP,Glycolipid transfer protein (GLTP)
26938,Transcript_1897,"""Pfam:PF17098.1""",Wtap,Pre-mRNA-splicing regulator WTAP
19438,Transcript_18970,"""Pfam:PF00153.23""",Mito_carr,Mitochondrial carrier protein
19440,Transcript_18971,"""Pfam:PF00136.17""",DNA_pol_B,DNA polymerase family B
19443,Transcript_18972,"""Pfam:PF00136.17""",DNA_pol_B,DNA polymerase family B
19445,Transcript_18973,"""Pfam:PF00136.17""",DNA_pol_B,DNA polymerase family B
19447,Transcript_18974,"""Pfam:PF03104.15""",DNA_pol_B_exo1,"DNA polymerase family B, exonuclease domain"
19448,Transcript_18979,"""Pfam:PF15908.1""",HMMR_C,Hyaluronan mediated motility receptor C-terminal
26939,Transcript_1898,"""Pfam:PF13291.2""",ACT_4,ACT domain
19449,Transcript_18980,"""Pfam:PF08172.8""",CASP_C,CASP C terminal
19450,Transcript_18983,"""Pfam:PF00777.14""",Glyco_transf_29,Glycosyltransferase family 29 (sialyltransferase)
19451,Transcript_18984,"""Pfam:PF05721.9""",PhyH,Phytanoyl-CoA dioxygenase (PhyH)
19453,Transcript_18985,"""Pfam:PF00076.18""",RRM_1,"RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
19458,Transcript_18988,"""Pfam:PF13850.2""",ERGIC_N,Endoplasmic Reticulum-Golgi Intermediate Compartment (ERGIC)
19459,Transcript_18989,"""Pfam:PF07970.8""",COPIIcoated_ERV,Endoplasmic reticulum vesicle transporter
26940,Transcript_1899,"""Pfam:PF00069.21""",Pkinase,Protein kinase domain
19463,Transcript_18991,"""Pfam:PF00226.27""",DnaJ,DnaJ domain
19464,Transcript_18992,"""Pfam:PF00254.24""",FKBP_C,FKBP-type peptidyl-prolyl cis-trans isomerase
19482,Transcript_18994,"""Pfam:PF01872.13""",RibD_C,RibD C-terminal domain
19484,Transcript_18995,"""Pfam:PF00141.19""",peroxidase,Peroxidase
19486,Transcript_18996,"""Pfam:PF00141.19""",peroxidase,Peroxidase
19487,Transcript_18997,"""Pfam:PF00574.19""",CLP_protease,Clp protease
19490,Transcript_18998,"""Pfam:PF00574.19""",CLP_protease,Clp protease
19491,Transcript_18999,"""Pfam:PF00574.19""",CLP_protease,Clp protease
26942,Transcript_1900,"""Pfam:PF00069.21""",Pkinase,Protein kinase domain
48666,Transcript_19002,"""Pfam:PF03151.12""",TPT,Triose-phosphate Transporter family
48669,Transcript_19003,"""Pfam:PF00117.24""",GATase,Glutamine amidotransferase class-I
48751,Transcript_19004,"""Pfam:PF07974.9""",EGF_2,EGF-like domain
48819,Transcript_19008,"""Pfam:PF00583.20""",Acetyltransf_1,Acetyltransferase (GNAT) family
48823,Transcript_19010,"""Pfam:PF00520.27""",Ion_trans,Ion transport protein
48829,Transcript_19011,"""Pfam:PF04408.19""",HA2,Helicase associated domain (HA2)
48831,Transcript_19012,"""Pfam:PF07717.12""",OB_NTP_bind,Oligonucleotide/oligosaccharide-binding (OB)-fold
48832,Transcript_19013,"""Pfam:PF07717.12""",OB_NTP_bind,Oligonucleotide/oligosaccharide-binding (OB)-fold
48836,Transcript_19014,"""Pfam:PF03067.11""",Chitin_bind_3,Chitin binding domain
48845,Transcript_19016,"""Pfam:PF03176.11""",MMPL,MMPL family
48848,Transcript_19017,"""Pfam:PF01096.14""",TFIIS_C,Transcription factor S-II (TFIIS)
48849,Transcript_19018,"""Pfam:PF00916.16""",Sulfate_transp,Sulfate permease family
48851,Transcript_19019,"""Pfam:PF13358.2""",DDE_3,DDE superfamily endonuclease
48852,Transcript_19025,"""Pfam:PF03223.11""",V-ATPase_C,V-ATPase subunit C
48853,Transcript_19030,"""Pfam:PF09335.7""",SNARE_assoc,SNARE associated Golgi protein
48854,Transcript_19031,"""Pfam:PF01583.16""",APS_kinase,Adenylylsulphate kinase
48855,Transcript_19037,"""Pfam:PF00982.17""",Glyco_transf_20,Glycosyltransferase family 20
26947,Transcript_1904,"""Pfam:PF01170.14""",UPF0020,Putative RNA methylase family UPF0020
48857,Transcript_19057,"""Pfam:PF00175.17""",NAD_binding_1,Oxidoreductase NAD-binding domain
48860,Transcript_19062,"""Pfam:PF02136.16""",NTF2,Nuclear transport factor 2 (NTF2) domain
48861,Transcript_19064,"""Pfam:PF07690.12""",MFS_1,Major Facilitator Superfamily
48862,Transcript_19070,"""Pfam:PF00462.20""",Glutaredoxin,Glutaredoxin
48864,Transcript_19074,"""Pfam:PF00069.21""",Pkinase,Protein kinase domain
48868,Transcript_19075,"""Pfam:PF13802.2""",Gal_mutarotas_2,Galactose mutarotase-like
48869,Transcript_19078,"""Pfam:PF00063.17""",Myosin_head,Myosin head (motor domain)
26959,Transcript_1908,"""Pfam:PF13347.2""",MFS_2,MFS/sugar transport protein
48871,Transcript_19084,"""Pfam:PF13883.2""",Pyrid_oxidase_2,Pyridoxamine 5'-phosphate oxidase
48874,Transcript_19085,"""Pfam:PF13465.2""",zf-H2C2_2,Zinc-finger double domain
48877,Transcript_19086,"""Pfam:PF00169.25""",PH,PH domain
48878,Transcript_19088,"""Pfam:PF04577.10""",DUF563,Protein of unknown function (DUF563)
48879,Transcript_19090,"""Pfam:PF04142.11""",Nuc_sug_transp,Nucleotide-sugar transporter
48880,Transcript_19091,"""Pfam:PF00069.21""",Pkinase,Protein kinase domain
48883,Transcript_19092,"""Pfam:PF03073.11""",TspO_MBR,TspO/MBR family
48884,Transcript_19096,"""Pfam:PF07647.13""",SAM_2,SAM domain (Sterile alpha motif)
48886,Transcript_19097,"""Pfam:PF00320.23""",GATA,GATA zinc finger
48887,Transcript_19098,"""Pfam:PF11360.4""",DUF3110,Protein of unknown function (DUF3110)
48888,Transcript_19099,"""Pfam:PF02475.12""",Met_10,Met-10+ like-protein
24191,Transcript_191,"""Pfam:PF00153.23""",Mito_carr,Mitochondrial carrier protein
48889,Transcript_19101,"""Pfam:PF00755.16""",Carn_acyltransf,Choline/Carnitine o-acyltransferase
48890,Transcript_19102,"""Pfam:PF01063.15""",Aminotran_4,Amino-transferase class IV
